TO_length_in_sec,TO_OMC_Duration,Calls Count,Connection Made Calls,Dial Attempt Calls,timezone,season_status,season_month,lgs_sentiment_style,lgs_agent_gender,is_decision_maker,ready_for_customers,forbidden_industry,ready_to_transfer,lgs_call_not_transferred,customer_sentiment_lgs,customer_language,customer_knows_marketing,customer_availability,who_said_hello_first_lgs,customer_marketing_experience,technical_quality_score,technical_quality_issues,customer_talk_percentage,agent_talk_percentage,talk_ratio_classification,total_discovery_questions,goal1_questions,goal2_questions,goal3_questions,discovery_quality,advanced_discovery_used,total_buying_signals,total_resistance_signals,signal_ratio,customer_sentiment_omc,omc_agent_sentiment_style,omc_who_said_hello_first,time_to_reason_seconds,business_type_mentioned,location_mentioned,within_45_seconds,call_structure_framed,call_structure_clarity,total_objections,objections_acknowledged,objections_rebutted,acknowledgement_rate,price_mentions_final_2min,timeline_mentions_final_2min,contract_mentions_final_2min,price_timeline_contract_before_dropoff,roi_calculation_presented,average_monologue_length,longest_monologue_length,extended_monologues_count,short_monologues,medium_monologues,long_monologues,very_long_monologues,total_interruptions,interruption_rate,interruption_pattern,conversation_balance,script_adherence,stages_skipped,stages_out_of_order,premature_closing_attempt,name_used_first_minute,name_usage_count,rapport_elements_count,tone_assessment,personal_greeting,common_ground_established,sentiment_progression,sentiment_opening,sentiment_early_middle,sentiment_late_middle,sentiment_closing,notable_sentiment_shifts,customer_frustrations,empathy_responses,empathy_response_rate,total_call_duration,disconnect_stage,hang_up_initiated_by,time_in_final_stage,commitment_type,commitment_clarity,assumptive_language_used,full_sale_closed,payment_info_collected,followup_scheduled,call_result_tag,primary_disconnect_reason
134.0,994,1.0,0,0.0,3,1,1,3,0,6,2,4,5,175,10,0,2,1,0,2,5.0,67,49.05,50.94,2,12.0,2.0,8.0,2.0,1,22,13.0,4.0,46,6,0,0,9.0,1,1,2,1,644,3.0,3.0,3.0,100.0,0.0,0.0,0,0.0,0,5.0,11.0,10.0,10.0,7.0,9.0,1.0,1.0,0.09,2,0,1,356,552,0,1,3.0,4,15,1,0,3,8,4,56,57,779,46,3.0,100.0,683.0,114,0,173.0,47,2,1,0,0,0,3,353
152.0,472,3.0,0,2.0,0,1,1,3,0,6,6,4,5,175,13,0,2,1,0,11,4.4,21,37.04,62.96,0,3.0,2.0,1.0,0.0,7,0,2.0,2.0,99,25,0,0,5.0,0,0,0,1,917,2.0,1.0,0.0,50.0,2.0,4.0,0,6.0,0,3.57,10.0,2.0,7.0,5.0,2.0,0.0,0.0,0.0,3,0,1,314,494,1,1,1.0,3,7,1,0,11,26,23,70,24,1684,10,0.0,0.0,259.0,109,20,27.0,33,0,1,0,0,1,8,393
164.0,448,2.0,1,0.0,1,1,1,3,0,6,6,4,5,175,10,0,2,1,0,4,4.4,21,58.33,41.67,2,4.0,1.0,3.0,0.0,7,22,0.0,1.0,1,25,2,0,22.0,1,1,2,1,305,1.0,1.0,0.0,100.0,0.0,0.0,0,0.0,0,5.6,10.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3,0,1,157,190,0,1,5.0,4,7,1,0,1,8,19,70,83,497,0,0.0,0.0,244.0,27,0,28.0,19,3,0,0,0,0,3,245
400.0,870,1.0,0,0.0,3,1,1,3,1,6,2,4,1,175,10,0,2,2,0,3,3.2,4,39.53,60.47,0,6.0,1.0,5.0,0.0,7,0,4.0,5.0,133,25,0,0,20.0,1,1,2,1,1052,5.0,4.0,5.0,80.0,2.0,1.0,0,3.0,0,6.0,20.0,7.0,9.0,4.0,5.0,2.0,1.0,0.09,2,0,1,268,552,0,1,5.0,7,15,1,1,1,26,23,25,62,278,46,3.0,100.0,635.0,29,0,190.0,47,3,0,0,0,0,12,393
202.0,606,1.0,0,0.0,0,3,1,17,1,6,6,4,1,175,2,0,2,1,1,4,4.0,0,29.23,70.77,0,9.0,7.0,2.0,0.0,1,0,1.0,0.0,76,6,0,0,18.0,1,1,2,1,1236,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.2,8.0,1.0,44.0,0.0,1.0,0.0,0.0,0.0,3,0,1,140,452,0,1,2.0,4,7,1,0,2,8,23,56,57,1659,0,0.0,0.0,316.0,114,30,46.0,47,2,0,0,0,0,3,353
136.0,1025,1.0,0,0.0,0,3,1,3,0,6,8,4,5,175,6,0,2,1,0,2,3.4,10,52.78,47.22,2,11.0,7.0,4.0,0.0,1,0,3.0,5.0,120,25,0,0,13.0,1,0,0,0,1552,4.0,0.0,4.0,0.0,0.0,5.0,0,5.0,1,2.35,7.0,7.0,19.0,4.0,4.0,0.0,1.0,0.07,2,3,2,433,552,0,1,3.0,1,7,1,0,2,26,23,5,24,1234,56,1.0,20.0,845.0,19,0,32.0,33,0,1,0,0,1,8,183
102.0,107,4.0,1,2.0,1,1,1,3,1,6,6,4,5,175,10,0,2,1,0,3,3.8,2,50.0,50.0,2,2.0,1.0,1.0,0.0,7,22,0.0,2.0,2,25,0,2,15.0,1,0,0,1,1397,2.0,2.0,0.0,100.0,0.0,0.0,0,0.0,0,5.0,10.0,1.0,0.0,8.0,1.0,0.0,1.0,0.5,2,3,4,299,552,0,1,2.0,3,7,1,0,1,26,68,70,62,1121,10,0.0,0.0,120.0,32,9,54.0,47,2,0,0,0,0,2,245
135.0,999,1.0,0,0.0,1,1,1,3,1,6,6,4,5,175,2,0,2,1,0,11,4.4,36,28.57,71.43,0,1.0,1.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,10.0,1,1,2,1,880,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.8,8.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,4,299,552,0,1,4.0,4,7,1,0,11,8,68,70,83,2545,0,0.0,0.0,81.0,30,39,6.0,47,2,0,0,0,0,2,353
280.0,947,1.0,0,0.0,0,1,1,3,1,6,2,4,5,175,16,0,0,1,0,5,3.6,58,37.5,62.5,0,0.0,0.0,0.0,0.0,7,0,0.0,2.0,2,25,0,0,20.0,1,1,2,0,1546,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3,0,4,207,552,1,1,5.0,4,7,1,0,1,8,68,70,18,1995,0,0.0,0.0,74.0,19,9,14.0,47,2,1,0,0,0,1,245
129.0,336,2.0,0,1.0,1,0,1,15,1,5,3,4,2,42,17,2,1,0,3,14,5.0,67,38.89,61.11,0,4.0,1.0,3.0,0.0,7,0,0.0,6.0,6,25,14,0,10.0,0,1,2,1,1116,5.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0,2.92,6.0,1.0,7.0,5.0,1.0,0.0,0.0,0.0,3,0,1,217,190,1,1,4.0,4,7,1,0,1,8,68,70,18,1858,46,0.0,0.0,188.0,104,9,47.0,47,2,0,0,0,0,9,245
93.0,355,1.0,0,0.0,1,1,1,3,1,6,3,4,0,175,2,0,2,1,0,3,5.0,67,50.0,50.0,2,8.0,5.0,3.0,0.0,1,22,1.0,1.0,77,14,14,0,11.0,1,0,0,1,196,1.0,1.0,0.0,100.0,0.0,6.0,0,6.0,0,4.0,9.0,4.0,3.0,7.0,4.0,0.0,1.0,0.0,2,3,1,260,552,0,1,3.0,5,7,1,0,2,1,53,70,7,134,37,0.0,0.0,195.0,32,0,80.0,33,0,0,0,0,1,8,393
253.0,111,3.0,0,2.0,1,0,1,11,3,6,2,4,1,175,10,0,2,1,0,4,5.0,67,33.33,66.67,0,3.0,3.0,0.0,0.0,1,22,0.0,1.0,1,25,0,0,9.0,0,1,2,1,1236,1.0,1.0,0.0,100.0,0.0,0.0,0,0.0,0,1.83,3.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,3,0,1,299,552,0,1,1.0,3,7,1,0,11,26,58,70,68,229,0,0.0,0.0,121.0,32,43,91.0,47,2,0,0,0,0,2,245
57.0,683,1.0,0,0.0,1,2,1,3,0,6,6,4,1,175,10,0,2,1,1,14,4.2,36,50.0,50.0,2,6.0,4.0,2.0,0.0,1,0,0.0,1.0,1,25,2,0,19.0,0,0,0,1,464,1.0,1.0,0.0,100.0,0.0,0.0,0,0.0,0,2.0,7.0,1.0,16.0,1.0,1.0,0.0,8.0,1.1,0,3,4,121,552,0,1,1.0,3,7,1,0,1,8,23,25,68,600,10,0.0,0.0,360.0,27,0,52.0,47,2,0,0,0,0,3,245
118.0,441,1.0,0,0.0,1,1,1,3,1,6,2,4,5,175,10,0,2,1,0,4,4.2,36,33.33,66.67,0,6.0,4.0,2.0,0.0,1,22,1.0,1.0,77,25,0,0,17.0,1,1,2,0,107,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,4.0,12.0,5.0,6.0,6.0,3.0,2.0,6.0,1.5,0,0,1,172,552,0,1,6.0,4,7,1,0,1,8,23,70,62,442,37,0.0,0.0,239.0,114,9,120.0,47,2,1,0,0,0,3,245
140.0,607,1.0,0,0.0,1,0,1,11,1,6,8,4,1,175,2,0,2,1,0,4,1.8,45,21.0,79.0,0,4.0,2.0,2.0,0.0,7,0,1.0,4.0,80,25,0,0,23.0,1,0,0,1,183,4.0,4.0,2.0,100.0,4.0,0.0,0,4.0,0,2.0,10.0,2.0,44.0,11.0,2.0,0.0,1.0,0.0,2,0,1,293,552,0,1,5.0,3,7,1,0,1,8,4,25,18,652,46,2.0,67.0,364.0,114,0,121.0,47,2,0,0,0,0,5,304
135.0,957,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,6,0,2,1,1,14,4.4,36,48.9,51.1,2,13.0,11.0,2.0,0.0,1,22,2.0,1.0,98,6,0,0,15.0,1,1,2,1,44,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1,6.0,20.0,8.0,10.0,6.0,5.0,3.0,0.0,0.0,3,4,2,429,552,0,1,3.0,4,7,1,0,2,8,53,25,24,1496,0,0.0,0.0,750.0,104,58,90.0,47,2,0,0,0,0,5,353
256.0,70,4.0,0,3.0,0,1,1,3,3,6,6,4,5,175,15,0,2,2,0,4,3.6,40,51.72,48.28,2,6.0,3.0,3.0,0.0,7,0,10.0,1.0,17,6,0,0,20.0,1,0,0,0,69,2.0,1.0,1.0,50.0,0.0,0.0,0,0.0,1,3.35,12.0,13.0,13.0,14.0,12.0,1.0,3.0,0.16,2,0,2,433,552,0,1,2.0,4,7,1,0,11,18,39,31,33,1762,10,1.0,100.0,1119.0,19,0,213.0,47,2,1,0,0,0,1,353
123.0,880,1.0,0,0.0,0,3,1,3,0,6,8,4,5,175,10,0,2,1,0,4,5.0,67,53.8,46.2,2,11.0,5.0,6.0,0.0,1,22,1.0,1.0,77,25,4,0,5.0,0,1,2,1,715,1.0,0.0,0.0,0.0,4.0,0.0,0,4.0,1,2.3,10.0,3.0,20.0,6.0,3.0,0.0,4.0,0.44,1,3,1,98,552,0,1,2.0,4,7,1,0,1,8,23,25,68,1986,10,0.0,0.0,647.0,114,9,195.0,47,2,0,0,0,0,3,245
125.0,459,2.0,1,0.0,1,3,1,3,0,2,4,4,0,175,2,0,0,1,0,4,4.2,36,25.53,74.47,0,4.0,3.0,1.0,0.0,7,0,0.0,4.0,4,25,2,0,17.0,1,1,2,1,1253,1.0,1.0,0.0,100.0,0.0,1.0,0,1.0,0,1.5,7.0,2.0,67.0,1.0,2.0,0.0,1.0,0.24,2,0,4,233,552,0,1,5.0,4,7,1,0,1,1,55,70,24,1399,10,1.0,100.0,250.0,32,20,25.0,19,1,0,0,0,0,12,373
221.0,69,1.0,0,0.0,1,1,1,3,0,6,6,4,5,175,2,0,2,1,0,4,5.0,67,39.2,60.8,0,7.0,5.0,2.0,0.0,1,22,2.0,4.0,101,25,0,0,13.0,1,1,2,0,1560,4.0,4.0,4.0,100.0,0.0,0.0,0,0.0,0,5.0,25.0,8.0,13.0,9.0,6.0,3.0,1.0,0.07,2,0,1,235,552,0,1,6.0,4,7,1,0,2,8,23,63,24,2166,52,4.0,100.0,1118.0,19,58,163.0,47,2,1,0,0,0,1,353
293.0,481,1.0,0,0.0,1,1,1,17,1,6,2,4,5,175,2,0,2,1,0,4,3.6,51,42.5,57.5,2,7.0,4.0,3.0,0.0,7,0,2.0,2.0,99,25,0,0,32.0,1,0,0,0,1546,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,10.0,2.0,3.0,9.0,2.0,0.0,2.0,0.0,1,0,1,365,552,0,1,7.0,4,7,1,0,1,8,23,70,18,1227,37,0.0,0.0,265.0,114,0,35.0,47,2,0,0,0,0,9,245
111.0,183,2.0,0,1.0,1,1,1,3,1,6,6,4,5,175,2,0,2,1,0,4,5.0,67,50.0,50.0,2,0.0,0.0,0.0,0.0,7,0,1.0,2.0,78,6,0,2,42.0,1,1,2,0,1564,1.0,1.0,0.0,100.0,0.0,2.0,0,2.0,0,3.4,8.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,3,3,1,76,552,0,1,3.0,4,7,1,0,2,1,68,70,7,2407,10,1.0,100.0,139.0,58,0,34.0,33,0,0,0,0,1,8,65
148.0,214,2.0,0,1.0,4,1,1,3,0,6,3,4,1,175,13,0,1,1,0,2,5.0,67,31.25,68.75,0,5.0,5.0,0.0,0.0,7,0,1.0,2.0,78,25,0,0,16.0,1,0,0,0,961,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,1.68,3.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,3,0,4,122,552,0,1,8.0,4,7,1,0,1,8,58,70,68,674,38,0.0,0.0,147.0,32,9,46.0,47,2,0,0,0,0,2,245
196.0,496,4.0,1,2.0,1,1,1,3,0,6,6,4,5,175,16,0,2,1,1,5,5.0,67,53.6,46.4,2,4.0,2.0,2.0,0.0,7,0,1.0,6.0,82,25,0,0,14.0,1,1,2,1,607,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,3.85,8.0,4.0,5.0,4.0,4.0,0.0,1.0,0.22,2,3,1,294,552,0,1,2.0,5,7,1,0,1,26,19,70,83,879,2,0.0,0.0,273.0,144,20,104.0,47,2,0,0,0,0,5,238
112.0,207,1.0,0,0.0,1,1,1,3,1,6,6,4,5,175,14,0,2,1,0,4,3.8,51,42.11,57.89,2,6.0,3.0,3.0,0.0,1,0,0.0,0.0,0,14,0,2,24.0,1,0,0,1,299,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.67,8.0,2.0,10.0,3.0,2.0,0.0,0.0,0.0,3,0,1,111,552,0,1,3.0,3,7,1,0,11,8,23,70,24,2545,0,0.0,0.0,145.0,114,72,40.0,47,2,0,0,0,0,3,353
119.0,94,1.0,0,0.0,4,1,1,3,0,6,2,4,5,175,10,0,2,1,0,4,4.4,36,26.08,73.91,0,0.0,0.0,0.0,0.0,7,0,0.0,1.0,1,25,0,0,4.0,1,1,2,1,812,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.76,4.0,0.0,15.0,2.0,0.0,0.0,1.0,0.51,1,0,4,206,552,0,1,2.0,4,7,1,0,1,8,68,70,18,722,10,0.0,0.0,117.0,2,9,20.0,47,2,0,0,0,0,6,245
105.0,1043,1.0,0,0.0,1,1,1,3,3,6,6,4,5,175,2,0,2,1,0,4,5.0,67,50.0,50.0,2,16.0,8.0,8.0,0.0,1,0,0.0,0.0,0,14,0,0,19.0,1,1,2,1,509,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,4.0,18.0,6.0,16.0,9.0,5.0,1.0,0.0,0.0,3,3,1,419,301,0,0,0.0,4,7,1,0,1,8,23,25,68,563,10,0.0,0.0,514.0,100,75,83.0,47,2,0,0,0,0,3,98
166.0,251,1.0,0,0.0,4,2,1,3,3,2,2,5,3,175,5,0,2,2,0,5,5.0,67,46.5,53.5,2,2.0,1.0,1.0,0.0,7,0,0.0,6.0,6,25,0,0,3.0,1,1,2,0,1546,6.0,6.0,5.0,100.0,3.0,0.0,0,3.0,0,1.32,4.0,0.0,20.0,5.0,0.0,0.0,1.0,0.38,2,3,1,245,190,0,1,4.0,3,7,1,0,1,26,50,52,18,2295,0,0.0,0.0,157.0,114,0,20.0,47,2,0,0,0,0,3,245
97.0,640,1.0,0,0.0,4,1,1,3,0,6,6,4,1,175,2,0,2,1,0,14,3.2,6,46.67,53.33,2,13.0,2.0,9.0,2.0,1,0,0.0,1.0,1,25,0,0,9.0,1,1,2,1,844,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,3.0,10.0,3.0,15.0,14.0,3.0,0.0,1.0,0.15,2,3,1,429,552,0,1,3.0,3,7,1,0,1,8,23,25,68,2001,0,0.0,0.0,393.0,114,0,220.0,47,2,0,0,0,0,3,222
168.0,774,1.0,0,0.0,4,1,1,3,0,0,2,5,3,175,2,0,2,1,0,3,3.8,2,50.0,50.0,2,5.0,5.0,0.0,0.0,7,22,2.0,2.0,99,25,0,0,21.0,0,1,0,1,1088,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,7.0,3.0,14.0,1.0,3.0,0.0,0.0,0.0,3,3,1,410,552,0,1,3.0,3,15,1,1,1,8,53,38,18,831,37,0.0,0.0,413.0,27,0,42.0,47,2,0,0,0,0,12,245
94.0,1048,1.0,0,0.0,4,1,1,17,1,6,2,4,1,175,10,0,2,1,0,4,3.2,42,51.35,48.65,2,7.0,4.0,2.0,1.0,1,0,9.0,9.0,195,25,0,2,32.0,1,1,2,0,960,9.0,1.0,9.0,11.11,6.0,1.0,2,9.0,1,3.0,15.0,6.0,22.0,9.0,4.0,1.0,2.0,0.14,2,0,1,429,552,0,1,2.0,4,7,1,0,1,8,58,22,18,548,55,0.0,0.0,878.0,104,9,265.0,47,2,0,0,0,0,5,104
231.0,807,6.0,0,5.0,1,0,1,3,3,6,6,4,1,175,2,0,2,1,0,3,3.6,51,42.86,57.14,2,6.0,4.0,2.0,0.0,1,22,2.0,1.0,98,14,0,0,7.0,1,0,0,1,1244,1.0,0.0,0.0,0.0,0.0,3.0,0,3.0,1,3.0,10.0,3.0,12.0,9.0,1.0,0.0,1.0,0.24,2,3,1,106,552,0,1,2.0,5,7,1,0,11,8,23,25,24,1392,10,1.0,100.0,253.0,144,9,84.0,47,2,0,0,0,0,3,353
253.0,1072,1.0,0,0.0,4,2,1,11,1,6,6,4,5,175,16,0,2,1,0,12,5.0,67,50.98,49.02,2,5.0,1.0,4.0,0.0,1,22,2.0,1.0,98,6,4,0,3.0,1,1,2,1,669,2.0,2.0,2.0,100.0,1.0,0.0,1,2.0,0,2.78,10.0,2.0,30.0,17.0,2.0,0.0,46.0,3.05,0,3,1,314,552,0,1,4.0,4,7,1,0,2,26,7,7,10,2412,46,3.0,100.0,903.0,109,20,70.0,30,0,1,0,0,0,8,44
235.0,408,1.0,0,0.0,1,1,1,3,0,8,2,4,5,175,10,0,2,1,0,4,5.0,67,40.0,60.0,0,12.0,5.0,3.0,4.0,1,22,5.0,0.0,142,6,0,0,20.0,1,1,2,1,1464,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.0,15.0,6.0,10.0,15.0,6.0,2.0,3.0,0.0,1,0,2,433,136,0,1,3.0,5,15,1,1,3,8,58,56,57,1419,46,2.0,67.0,2221.0,19,20,75.0,43,0,1,1,0,0,11,518
78.0,881,3.0,1,1.0,2,1,1,3,0,6,2,4,1,175,16,0,2,1,0,7,5.0,67,0.0,100.0,0,3.0,2.0,0.0,0.0,7,0,0.0,0.0,0,30,0,0,12.0,1,1,2,1,910,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.25,7.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3,0,2,433,552,0,1,2.0,3,7,1,0,15,29,67,69,80,2544,0,0.0,0.0,65.0,32,9,40.0,47,2,0,0,0,0,2,479
174.0,1042,1.0,0,0.0,2,0,1,3,1,6,8,4,1,175,16,0,0,1,0,7,4.4,21,42.86,57.14,2,1.0,1.0,0.0,0.0,7,0,0.0,2.0,2,25,2,0,35.0,1,1,2,1,1251,2.0,1.0,1.0,50.0,0.0,0.0,0,0.0,0,18.0,34.0,3.0,0.0,1.0,3.0,0.0,1.0,0.69,1,0,1,146,425,0,1,3.0,3,7,1,0,1,26,68,70,18,286,31,0.0,0.0,87.0,114,9,7.0,47,2,0,0,0,0,3,245
170.0,228,1.0,0,0.0,0,1,1,3,0,6,6,4,5,175,2,0,2,1,0,4,5.0,67,40.0,60.0,2,2.0,1.0,1.0,0.0,7,0,0.0,2.0,2,25,0,0,15.0,1,1,2,1,925,2.0,1.0,1.0,50.0,0.0,0.0,0,0.0,0,3.0,8.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,3,0,1,316,552,0,1,3.0,4,7,1,0,1,8,68,70,62,441,0,0.0,0.0,150.0,102,20,31.0,47,2,0,0,0,0,3,245
165.0,279,1.0,0,0.0,1,1,1,3,0,6,6,4,5,175,5,0,2,1,0,5,5.0,67,53.57,46.43,2,5.0,4.0,1.0,0.0,7,0,0.0,2.0,2,25,2,0,22.0,0,0,0,1,1264,2.0,1.0,0.0,50.0,0.0,0.0,0,0.0,0,1.92,4.0,0.0,10.0,3.0,0.0,0.0,1.0,0.36,2,3,1,122,552,0,0,0.0,1,7,1,0,1,26,58,70,83,185,37,0.0,0.0,168.0,32,9,108.0,47,2,0,0,0,0,2,245
161.0,930,1.0,0,0.0,0,1,1,3,0,6,6,4,1,175,2,0,2,1,0,4,4.4,21,42.86,57.14,2,0.0,0.0,0.0,0.0,7,0,0.0,3.0,3,25,0,0,4.0,0,0,0,1,911,3.0,1.0,0.0,33.0,0.0,0.0,0,0.0,0,1.5,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3,3,4,206,552,0,1,1.0,3,7,1,0,1,1,68,70,18,725,43,0.0,0.0,72.0,50,9,25.0,47,2,0,0,0,0,6,245
171.0,889,4.0,2,1.0,2,1,1,3,0,6,6,4,5,175,14,0,2,1,0,4,3.8,27,36.36,63.64,0,1.0,1.0,0.0,0.0,7,0,0.0,0.0,0,14,2,0,15.0,0,0,0,0,1546,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.57,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3,0,4,299,190,0,1,2.0,4,7,1,0,11,8,68,70,83,2545,0,0.0,0.0,66.0,58,43,16.0,47,2,0,0,0,0,6,460
193.0,380,1.0,0,0.0,1,1,1,17,3,3,6,4,5,175,16,0,2,1,0,2,5.0,67,47.62,52.38,2,1.0,1.0,0.0,0.0,7,0,0.0,5.0,5,25,0,0,7.0,1,0,0,0,103,3.0,3.0,2.0,100.0,1.0,0.0,0,1.0,0,4.9,10.0,3.0,4.0,4.0,3.0,0.0,2.0,0.58,1,4,4,111,359,0,1,3.0,3,7,1,0,2,26,23,70,83,1155,43,0.0,0.0,208.0,30,46,38.0,47,2,0,0,0,0,2,245
117.0,403,2.0,0,1.0,4,1,1,3,1,6,6,4,1,175,10,0,2,1,0,14,4.0,40,50.0,50.0,2,4.0,2.0,2.0,0.0,7,0,0.0,1.0,1,25,2,0,21.0,1,1,2,1,159,1.0,1.0,0.0,100.0,0.0,2.0,0,2.0,0,3.71,8.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,3,3,1,240,552,0,1,4.0,5,7,1,0,2,8,50,52,62,493,0,0.0,0.0,220.0,104,0,71.0,28,0,0,0,0,0,12,245
184.0,143,1.0,0,0.0,4,1,1,3,3,6,6,9,5,175,2,0,2,1,0,11,3.6,58,38.5,61.5,0,2.0,1.0,0.0,0.0,7,22,0.0,3.0,3,25,0,0,22.0,0,1,2,1,221,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.91,5.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,3,0,4,299,552,1,1,7.0,4,7,1,0,1,8,50,52,62,2314,0,0.0,0.0,128.0,32,0,28.0,47,2,0,0,0,0,2,245
159.0,178,1.0,0,0.0,2,0,1,3,0,3,8,4,5,175,10,0,2,1,0,4,4.8,67,50.0,50.0,2,0.0,0.0,0.0,0.0,7,0,0.0,5.0,5,25,0,0,18.0,0,0,0,1,272,5.0,4.0,1.0,80.0,0.0,0.0,0,0.0,0,4.0,7.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,3,3,4,83,552,0,1,2.0,4,7,1,0,11,25,68,70,62,2545,46,3.0,100.0,138.0,40,0,68.0,47,2,0,0,0,0,6,245
75.0,427,3.0,0,2.0,2,3,1,3,3,8,3,4,1,175,17,0,4,1,0,2,2.6,6,33.33,66.67,0,6.0,3.0,2.0,1.0,7,0,0.0,3.0,3,25,2,0,11.0,1,1,2,1,939,1.0,1.0,0.0,100.0,0.0,9.0,0,9.0,0,3.33,10.0,5.0,10.0,11.0,3.0,0.0,1.0,0.26,2,0,1,157,552,0,1,4.0,5,7,1,0,2,8,23,52,24,1030,2,1.0,100.0,232.0,98,7,134.0,33,1,1,0,0,1,8,373
159.0,331,1.0,0,0.0,4,1,1,3,0,6,3,4,1,175,17,0,2,1,0,4,4.8,67,43.59,56.41,2,6.0,4.0,2.0,0.0,1,22,0.0,4.0,4,25,0,0,18.0,1,1,2,1,195,3.0,3.0,0.0,100.0,2.0,3.0,0,5.0,0,1.59,4.0,0.0,17.0,5.0,0.0,0.0,1.0,0.32,2,3,1,238,552,0,1,3.0,4,7,1,0,1,5,68,70,18,1027,0,0.0,0.0,185.0,32,0,40.0,47,2,0,0,0,0,2,245
107.0,437,1.0,0,0.0,2,1,1,3,0,6,3,4,1,175,2,0,2,1,1,4,5.0,67,33.33,66.67,0,6.0,4.0,2.0,0.0,7,0,1.0,5.0,81,25,0,0,7.0,1,1,2,0,1552,4.0,1.0,2.0,25.0,0.0,0.0,0,0.0,0,2.55,6.0,1.0,13.0,6.0,1.0,0.0,1.0,0.25,2,0,1,145,452,0,1,3.0,4,7,1,0,2,1,21,70,83,2402,37,0.0,0.0,237.0,114,9,23.0,47,2,0,0,0,0,3,245
201.0,542,1.0,0,0.0,4,2,1,3,0,6,6,4,1,175,17,0,2,1,0,14,5.0,67,30.0,70.0,0,7.0,5.0,1.0,1.0,7,0,1.0,1.0,77,25,0,0,12.0,1,0,2,0,1681,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,3.0,10.0,1.0,17.0,7.0,1.0,0.0,0.0,0.0,3,0,1,111,552,0,1,2.0,3,7,1,0,1,8,23,25,18,1486,2,0.0,0.0,310.0,114,9,42.0,47,3,0,0,0,0,12,393
166.0,729,1.0,0,0.0,1,1,1,3,1,0,2,5,0,88,16,0,2,1,1,10,5.0,67,25.0,75.0,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0,14,14,0,5.0,0,0,0,0,1546,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0,3.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3,0,4,57,211,0,0,0.0,0,11,0,0,11,8,68,70,24,1785,0,0.0,0.0,48.0,58,0,43.0,47,2,0,0,0,0,6,2
254.0,858,2.0,0,1.0,1,1,1,3,0,6,2,4,5,175,2,0,2,1,0,11,2.0,45,33.33,66.67,0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0,14,0,0,25.0,1,1,2,1,53,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6.5,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,1,299,552,0,1,1.0,3,7,1,0,11,8,68,70,83,2545,0,0.0,0.0,62.0,32,35,7.0,47,2,0,0,0,0,2,353
